Key,Opponent,Value
Corki bot,"('Nami', 'Caitlyn')",0.73085
Corki bot,"('Nami', 'Ezreal')",0.6948499999999999
Corki bot,"('Nami', 'Jhin')",0.63645
Corki bot,"('Nami', 'Jinx')",0.6213
Corki bot,"('Nami', ""Kai'Sa"")",0.78805
Corki bot,"('Nami', ""Kog'Maw"")",0.692975
Corki bot,"('Nami', 'Xayah')",0.776775
Corki bot,"('Nautilus', 'Aphelios')",0.7957000000000001
Corki bot,"('Nautilus', 'Ashe')",0.6673500000000001
Corki bot,"('Nautilus', 'Caitlyn')",0.779825
Corki bot,"('Nautilus', 'Ezreal')",0.72255
Corki bot,"('Nautilus', 'Jhin')",0.7830250000000001
Corki bot,"('Nautilus', 'Jinx')",0.7304749999999999
Corki bot,"('Nautilus', ""Kai'Sa"")",0.777275
Corki bot,"('Nautilus', ""Kog'Maw"")",0.6639500000000002
Corki bot,"('Nautilus', 'Xayah')",0.6914
Corki bot,"('Pyke', 'Aphelios')",0.7086250000000001
Corki bot,"('Pyke', 'Ashe')",0.637025
Corki bot,"('Pyke', 'Caitlyn')",0.6669999999999999
Corki bot,"('Pyke', 'Ezreal')",0.7464750000000001
Corki bot,"('Pyke', 'Jhin')",0.7517
Corki bot,"('Pyke', 'Jinx')",0.6239250000000001
Corki bot,"('Pyke', ""Kai'Sa"")",0.7542
Corki bot,"('Pyke', ""Kog'Maw"")",0.5253749999999999
Corki bot,"('Pyke', 'Xayah')",0.562575
Corki bot,"('Rakan', 'Aphelios')",0.580675
Corki bot,"('Rakan', 'Ashe')",0.6188250000000001
Corki bot,"('Rakan', 'Caitlyn')",0.544375
Corki bot,"('Rakan', 'Ezreal')",0.7070250000000001
Corki bot,"('Rakan', 'Jhin')",0.72375
Corki bot,"('Rakan', 'Jinx')",0.6839999999999999
Corki bot,"('Rakan', ""Kai'Sa"")",0.7170000000000001
Corki bot,"('Rakan', ""Kog'Maw"")",0.7232500000000001
Corki bot,"('Rakan', 'Xayah')",0.6763750000000002
Corki bot,"('Rell', 'Aphelios')",0.7021250000000001
Corki bot,"('Rell', 'Ashe')",0.6145999999999999
Corki bot,"('Rell', 'Caitlyn')",0.6676499999999999
Corki bot,"('Rell', 'Ezreal')",0.6759750000000001
Corki bot,"('Rell', 'Jhin')",0.6875749999999999
Corki bot,"('Rell', 'Jinx')",0.5566749999999999
Corki bot,"('Rell', ""Kai'Sa"")",0.6232
Corki bot,"('Rell', ""Kog'Maw"")",0.563025
Corki bot,"('Rell', 'Xayah')",0.66215
Corki bot,"('Thresh', 'Aphelios')",0.702975
Corki bot,"('Thresh', 'Ashe')",0.685625
Corki bot,"('Thresh', 'Caitlyn')",0.5906749999999998
Corki bot,"('Thresh', 'Ezreal')",0.7718250000000001
Corki bot,"('Thresh', 'Jhin')",0.7913
Corki bot,"('Thresh', 'Jinx')",0.560225
Corki bot,"('Thresh', ""Kai'Sa"")",0.72555
Corki bot,"('Thresh', ""Kog'Maw"")",0.5813
Corki bot,"('Thresh', 'Xayah')",0.6541750000000001
Ezreal,"('Braum', 'Aphelios')",0.613225
Ezreal,"('Braum', 'Ashe')",0.4725499999999999
Ezreal,"('Braum', 'Caitlyn')",0.443675
Ezreal,"('Braum', 'Corki bot')",0.3794000000000001
Ezreal,"('Braum', 'Jhin')",0.5541750000000001
Ezreal,"('Braum', 'Jinx')",0.465825
Ezreal,"('Braum', ""Kai'Sa"")",0.5067500000000001
Ezreal,"('Braum', ""Kog'Maw"")",0.5515500000000001
Ezreal,"('Braum', 'Xayah')",0.4859750000000001
Ezreal,"('Karma', 'Aphelios')",0.6972750000000001
Ezreal,"('Karma', 'Ashe')",0.4662499999999999
Ezreal,"('Karma', 'Caitlyn')",0.531175
Ezreal,"('Karma', 'Corki bot')",0.5474249999999999
Ezreal,"('Karma', 'Jhin')",0.5885249999999999
Ezreal,"('Karma', 'Jinx')",0.4549999999999999
Ezreal,"('Karma', ""Kai'Sa"")",0.5685250000000001
Ezreal,"('Karma', ""Kog'Maw"")",0.4197249999999999
Ezreal,"('Karma', 'Xayah')",0.629925
Ezreal,"('Leona', 'Aphelios')",0.7274499999999999
Ezreal,"('Leona', 'Ashe')",0.5584250000000001
Ezreal,"('Leona', 'Caitlyn')",0.50235
Ezreal,"('Leona', 'Corki bot')",0.4430999999999999
Ezreal,"('Leona', 'Jhin')",0.61595
Ezreal,"('Leona', 'Jinx')",0.3564249999999999
Ezreal,"('Leona', ""Kai'Sa"")",0.5426999999999998
Ezreal,"('Leona', ""Kog'Maw"")",0.5108999999999999
Ezreal,"('Leona', 'Xayah')",0.6368499999999998
Ezreal,"('Lulu', 'Aphelios')",0.5631499999999998
Ezreal,"('Lulu', 'Ashe')",0.474375
Ezreal,"('Lulu', 'Caitlyn')",0.5335499999999999
Ezreal,"('Lulu', 'Corki bot')",0.4985499999999997
Ezreal,"('Lulu', 'Jhin')",0.6826499999999999
Ezreal,"('Lulu', 'Jinx')",0.4788749999999999
Ezreal,"('Lulu', ""Kai'Sa"")",0.5659000000000001
Ezreal,"('Lulu', ""Kog'Maw"")",0.4731
Ezreal,"('Lulu', 'Xayah')",0.5573
Ezreal,"('Nami', 'Aphelios')",0.6942499999999998
Ezreal,"('Nami', 'Ashe')",0.5274749999999998
Ezreal,"('Nami', 'Caitlyn')",0.6136499999999999
Ezreal,"('Nami', 'Corki bot')",0.4108999999999999
Ezreal,"('Nami', 'Jhin')",0.5394999999999999
Ezreal,"('Nami', 'Jinx')",0.5042249999999998
Ezreal,"('Nami', ""Kai'Sa"")",0.6822499999999999
Ezreal,"('Nami', ""Kog'Maw"")",0.5731999999999999
Ezreal,"('Nami', 'Xayah')",0.6773999999999999
Ezreal,"('Nautilus', 'Aphelios')",0.6649999999999999
Ezreal,"('Nautilus', 'Ashe')",0.5379749999999999
Ezreal,"('Nautilus', 'Caitlyn')",0.6419
Ezreal,"('Nautilus', 'Corki bot')",0.5034000000000001
Ezreal,"('Nautilus', 'Jhin')",0.6582499999999999
Ezreal,"('Nautilus', 'Jinx')",0.596475
Ezreal,"('Nautilus', ""Kai'Sa"")",0.6399999999999999
Ezreal,"('Nautilus', ""Kog'Maw"")",0.5234500000000001
Ezreal,"('Nautilus', 'Xayah')",0.5669
Ezreal,"('Pyke', 'Aphelios')",0.5946749999999998
Ezreal,"('Pyke', 'Ashe')",0.5243999999999999
Ezreal,"('Pyke', 'Caitlyn')",0.5293249999999998
Ezreal,"('Pyke', 'Corki bot')",0.367325
Ezreal,"('Pyke', 'Jhin')",0.6436749999999998
Ezreal,"('Pyke', 'Jinx')",0.4999
Ezreal,"('Pyke', ""Kai'Sa"")",0.6279249999999998
Ezreal,"('Pyke', ""Kog'Maw"")",0.3851249999999999
Ezreal,"('Pyke', 'Xayah')",0.4548249999999998
Ezreal,"('Rakan', 'Aphelios')",0.4564249999999999
Ezreal,"('Rakan', 'Ashe')",0.4958999999999999
Ezreal,"('Rakan', 'Caitlyn')",0.4120749999999999
Ezreal,"('Rakan', 'Corki bot')",0.4068249999999999
Ezreal,"('Rakan', 'Jhin')",0.6054249999999999
Ezreal,"('Rakan', 'Jinx')",0.5521499999999999
Ezreal,"('Rakan', ""Kai'Sa"")",0.5861749999999999
Ezreal,"('Rakan', ""Kog'Maw"")",0.5883749999999999
Ezreal,"('Rakan', 'Xayah')",0.558325
Ezreal,"('Rell', 'Aphelios')",0.5786749999999999
Ezreal,"('Rell', 'Ashe')",0.4896499999999999
Ezreal,"('Rell', 'Caitlyn')",0.5355749999999999
Ezreal,"('Rell', 'Corki bot')",0.386075
Ezreal,"('Rell', 'Jhin')",0.5696749999999998
Ezreal,"('Rell', 'Jinx')",0.4186500000000001
Ezreal,"('Rell', ""Kai'Sa"")",0.4931749999999998
Ezreal,"('Rell', ""Kog'Maw"")",0.4233749999999999
Ezreal,"('Rell', 'Xayah')",0.541825
Ezreal,"('Thresh', 'Aphelios')",0.5917999999999999
Ezreal,"('Thresh', 'Ashe')",0.5757749999999998
Ezreal,"('Thresh', 'Caitlyn')",0.4789499999999998
Ezreal,"('Thresh', 'Corki bot')",0.4949499999999999
Ezreal,"('Thresh', 'Jhin')",0.6860499999999999
Ezreal,"('Thresh', 'Jinx')",0.4480249999999999
Ezreal,"('Thresh', ""Kai'Sa"")",0.6077999999999999
Ezreal,"('Thresh', ""Kog'Maw"")",0.467
Ezreal,"('Thresh', 'Xayah')",0.5491999999999998
Jhin,"('Braum', 'Aphelios')",0.6093500000000001
Jhin,"('Braum', 'Ashe')",0.47035
Jhin,"('Braum', 'Caitlyn')",0.437175
Jhin,"('Braum', 'Corki bot')",0.3702500000000001
Jhin,"('Braum', 'Ezreal')",0.4605000000000002
Jhin,"('Braum', 'Jinx')",0.4601
Jhin,"('Braum', ""Kai'Sa"")",0.5046500000000002
Jhin,"('Braum', ""Kog'Maw"")",0.5568500000000002
Jhin,"('Braum', 'Xayah')",0.4728
Jhin,"('Karma', 'Aphelios')",0.6623750000000002
Jhin,"('Karma', 'Ashe')",0.4483750000000001
Jhin,"('Karma', 'Caitlyn')",0.52195
Jhin,"('Karma', 'Corki bot')",0.550525
Jhin,"('Karma', 'Ezreal')",0.559275
Jhin,"('Karma', 'Jinx')",0.440375
Jhin,"('Karma', ""Kai'Sa"")",0.5464250000000002
Jhin,"('Karma', ""Kog'Maw"")",0.4246250000000001
Jhin,"('Karma', 'Xayah')",0.6068250000000001
Jhin,"('Leona', 'Aphelios')",0.6957500000000001
Jhin,"('Leona', 'Ashe')",0.5437500000000002
Jhin,"('Leona', 'Caitlyn')",0.4963250000000002
Jhin,"('Leona', 'Corki bot')",0.4494
Jhin,"('Leona', 'Ezreal')",0.5594
Jhin,"('Leona', 'Jinx')",0.345
Jhin,"('Leona', ""Kai'Sa"")",0.5238
Jhin,"('Leona', ""Kog'Maw"")",0.5190000000000002
Jhin,"('Leona', 'Xayah')",0.61695
Jhin,"('Lulu', 'Aphelios')",0.5553
